columna,metodo,tn,fp,fn,tp,precision,recall,f1
oficina 1,percentile,5981,677,138,212,0.23847019122609675,0.6057142857142858,0.34221146085552867
oficina 1,mean_std,6637,21,167,183,0.8970588235294118,0.5228571428571429,0.6606498194945848
oficina 1,iqr,6632,26,166,184,0.8761904761904762,0.5257142857142857,0.6571428571428571
oficina 1,mad,6453,205,99,251,0.5504385964912281,0.7171428571428572,0.6228287841191067
