columna,metodo,tn,fp,fn,tp,precision,recall,f1
oficina 6,percentile,6608,50,28,322,0.8655913978494624,0.92,0.8919667590027701
oficina 6,mean_std,6640,18,75,275,0.9385665529010239,0.7857142857142857,0.8553654743390358
oficina 6,iqr,6633,25,62,288,0.9201277955271565,0.8228571428571428,0.8687782805429864
oficina 6,mad,6481,177,21,329,0.650197628458498,0.94,0.7686915887850467
