columna,metodo,tn,fp,fn,tp,precision,recall,f1
oficina 7,percentile,6533,125,56,294,0.7016706443914081,0.84,0.764629388816645
oficina 7,mean_std,6613,45,96,254,0.8494983277591973,0.7257142857142858,0.7827426810477658
oficina 7,iqr,6477,181,61,289,0.6148936170212767,0.8257142857142857,0.7048780487804878
oficina 7,mad,5573,1085,27,323,0.2294034090909091,0.9228571428571428,0.36746302616609783
